Time,ROOM_1_A16AB98E:CANBERRA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_1_A16AB98E:CANBERRA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_1_A16AB98E:CANBERRA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_1_A16AB98E:CANBERRA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_1_A16AB98E::Des Latent Heat Load [W],ROOM_1_A16AB98E::Des Latent Cool Load [W],ROOM_1_A16AB98E::Des Latent Heat Mass Flow [kg/s],ROOM_1_A16AB98E::Des Latent Cool Mass Flow [kg/s],ROOM_1_A16AB98E::Des Heat Load No DOAS [W],ROOM_1_A16AB98E::Des Sens Cool Load No DOAS [W],ROOM_1_A16AB98E::Des Latent Heat Load No DOAS [W],ROOM_1_A16AB98E::Des Latent Cool Load No DOAS [W],ROOM_1_A16AB98E:CANBERRA ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],ROOM_1_A16AB98E:CANBERRA ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],ROOM_1_A16AB98E:CANBERRA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],ROOM_1_A16AB98E:CANBERRA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
20:50:00,0.000000E+00,5.944292E+04,0.000000E+00,2.773370E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
21:00:00,0.000000E+00,5.939015E+04,0.000000E+00,2.770908E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
21:10:00,0.000000E+00,5.934066E+04,0.000000E+00,2.768599E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
21:20:00,0.000000E+00,5.929415E+04,0.000000E+00,2.766429E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
21:30:00,0.000000E+00,5.925038E+04,0.000000E+00,2.764387E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
21:40:00,0.000000E+00,5.920916E+04,0.000000E+00,2.762464E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
21:50:00,0.000000E+00,5.917024E+04,0.000000E+00,2.760648E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
22:00:00,0.000000E+00,5.913343E+04,0.000000E+00,2.758930E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
22:10:00,0.000000E+00,5.909873E+04,0.000000E+00,2.757311E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
22:20:00,0.000000E+00,5.906602E+04,0.000000E+00,2.755785E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
22:30:00,0.000000E+00,5.903518E+04,0.000000E+00,2.754346E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
22:40:00,0.000000E+00,5.900610E+04,0.000000E+00,2.752990E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
22:50:00,0.000000E+00,5.897868E+04,0.000000E+00,2.751710E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
23:00:00,0.000000E+00,5.895282E+04,0.000000E+00,2.750504E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
23:10:00,0.000000E+00,5.892827E+04,0.000000E+00,2.749359E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
23:20:00,0.000000E+00,5.890492E+04,0.000000E+00,2.748269E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
23:30:00,0.000000E+00,5.888266E+04,0.000000E+00,2.747230E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
23:40:00,0.000000E+00,5.886137E+04,0.000000E+00,2.746237E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
23:50:00,0.000000E+00,5.884095E+04,0.000000E+00,2.745284E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
24:00:00,0.000000E+00,5.882130E+04,0.000000E+00,2.744367E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.500000E+01,2.265795E+01,3.500000E+01,2.265795E+01
Peak,0.000000E+00,6.100329E+04,0.000000E+00,2.846171E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,

Peak Vol Flow (m3/s),,,0.000000E+00,2.531792E+00,,,0.000000E+00,0.000000E+00,,,,,,,,
